GENOA	B-NONE
are	I-NARRATIVE
heading	I-NARRATIVE
for	I-NARRATIVE
the	I-NARRATIVE
mountaintops	I-NARRATIVE

then	B-NARRATIVE
ice	I-NARRATIVE
axe	I-NARRATIVE
and	I-NARRATIVE
crampons	I-NARRATIVE
are	I-NARRATIVE
essential	I-NARRATIVE
between	I-NARRATIVE
November	I-NARRATIVE
and	I-NARRATIVE
April	I-NARRATIVE
,	I-NARRATIVE
sometimes	I-NARRATIVE
longer	I-NARRATIVE
,	I-NARRATIVE

and	B-ARGUMENTATIVE
we	I-ARGUMENTATIVE
have	I-ARGUMENTATIVE
enjoyed	I-ARGUMENTATIVE
many	I-ARGUMENTATIVE
winter	I-ARGUMENTATIVE
climbs	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

Within	B-NARRATIVE
two	I-NARRATIVE
weeks	I-NARRATIVE
of	I-NARRATIVE
my	I-NARRATIVE
arrival	I-NARRATIVE
here	I-NARRATIVE
last	I-NARRATIVE
month	I-NARRATIVE
,	I-NARRATIVE
we	I-NARRATIVE
had	I-NARRATIVE
already	I-NARRATIVE
spent	I-NARRATIVE
two	I-NARRATIVE
weekends	I-NARRATIVE
in	I-NARRATIVE
Abruzzo	I-NARRATIVE
.	I-NARRATIVE

In	B-NARRATIVE
the	I-NARRATIVE
process	I-NARRATIVE
we	I-NARRATIVE
experienced	I-NARRATIVE
five	I-NARRATIVE
very	I-NARRATIVE
different	I-NARRATIVE
mountains	I-NARRATIVE
.	I-NARRATIVE

Our	B-NARRATIVE
first	I-NARRATIVE
excursion	I-NARRATIVE
on	I-NARRATIVE
the	I-NARRATIVE
Easter	I-NARRATIVE
weekend	I-NARRATIVE
was	I-NARRATIVE
to	I-NARRATIVE
the	I-NARRATIVE
Gran	I-NARRATIVE
Sasso	I-NARRATIVE
and	I-NARRATIVE
Monti	I-NARRATIVE
della	I-NARRATIVE
Laga	I-NARRATIVE
ranges	I-NARRATIVE
.	I-NARRATIVE

On	B-NARRATIVE
the	I-NARRATIVE
first	I-NARRATIVE
day	I-NARRATIVE
we	I-NARRATIVE
tried	I-NARRATIVE

to	B-NARRATIVE
climb	I-NARRATIVE
2623m	I-NARRATIVE
Monte	I-NARRATIVE
Corvo	I-NARRATIVE
from	I-NARRATIVE
a	I-NARRATIVE
lakeside	I-NARRATIVE
at	I-NARRATIVE
1000m	I-NARRATIVE
,	I-NARRATIVE

but	B-NARRATIVE
it	I-NARRATIVE
proved	I-NARRATIVE
too	I-NARRATIVE
long	I-NARRATIVE
a	I-NARRATIVE
day	I-NARRATIVE
for	I-NARRATIVE
winter	I-NARRATIVE
.	I-NARRATIVE

We	B-NARRATIVE
broke	I-NARRATIVE
trail	I-NARRATIVE
through	I-NARRATIVE
fresh	I-NARRATIVE
snow	I-NARRATIVE
for	I-NARRATIVE
much	I-NARRATIVE
of	I-NARRATIVE
it	I-NARRATIVE
,	I-NARRATIVE

and	B-NARRATIVE
I	I-NARRATIVE
wasn’t	I-NARRATIVE
fit	I-NARRATIVE
enough	I-NARRATIVE
.	I-NARRATIVE

Yet	B-NARRATIVE
still	I-NARRATIVE
we	I-NARRATIVE
reached	I-NARRATIVE
the	I-NARRATIVE
summit	I-NARRATIVE
of	I-NARRATIVE
Cima	I-NARRATIVE
Falasca	I-NARRATIVE
(	I-NARRATIVE
2300m	I-NARRATIVE
)	I-NARRATIVE

and	B-NARRATIVE
gazed	I-NARRATIVE
across	I-NARRATIVE
at	I-NARRATIVE
the	I-NARRATIVE
west	I-NARRATIVE
face	I-NARRATIVE
of	I-NARRATIVE
Corno	I-NARRATIVE
Grande	I-NARRATIVE
.	I-NARRATIVE

Monte	B-NARRATIVE
Corvo	I-NARRATIVE
will	I-NARRATIVE
be	I-NARRATIVE
a	I-NARRATIVE
different	I-NARRATIVE
proposition	I-NARRATIVE
in	I-NARRATIVE
summer	I-NARRATIVE
,	I-NARRATIVE

and	B-NARRATIVE
we	I-NARRATIVE
hope	I-NARRATIVE

to	B-NARRATIVE
return	I-NARRATIVE

and	B-NARRATIVE
repeat	I-NARRATIVE
the	I-NARRATIVE
ascent	I-NARRATIVE
on	I-NARRATIVE
grass	I-NARRATIVE
and	I-NARRATIVE
rocks	I-NARRATIVE
.	I-NARRATIVE

The	B-NARRATIVE
following	I-NARRATIVE
day	I-NARRATIVE
we	I-NARRATIVE
visited	I-NARRATIVE
Monti	I-NARRATIVE
della	I-NARRATIVE
Laga	I-NARRATIVE
for	I-NARRATIVE
the	I-NARRATIVE
first	I-NARRATIVE
time	I-NARRATIVE
,	I-NARRATIVE

and	B-NARRATIVE
climbed	I-NARRATIVE
2155m	I-NARRATIVE
Monte	I-NARRATIVE
di	I-NARRATIVE
Mezzo	I-NARRATIVE
.	I-NARRATIVE

We	B-NARRATIVE
lost	I-NARRATIVE
the	I-NARRATIVE
trail	I-NARRATIVE
through	I-NARRATIVE
the	I-NARRATIVE
forest	I-NARRATIVE
in	I-NARRATIVE
snow	I-NARRATIVE
,	I-NARRATIVE

and	B-NARRATIVE
emerged	I-NARRATIVE
on	I-NARRATIVE
an	I-NARRATIVE
unexpected	I-NARRATIVE
ridge	I-NARRATIVE
which	I-NARRATIVE
led	I-NARRATIVE
steeply	I-NARRATIVE
up	I-NARRATIVE
to	I-NARRATIVE
the	I-NARRATIVE
summit	I-NARRATIVE
.	I-NARRATIVE

We	B-NARRATIVE
decided	I-NARRATIVE

to	B-NARRATIVE
take	I-NARRATIVE
the	I-NARRATIVE
direct	I-NARRATIVE
route	I-NARRATIVE
up	I-NARRATIVE
,	I-NARRATIVE

and	B-NARRATIVE
reached	I-NARRATIVE
the	I-NARRATIVE
top	I-NARRATIVE
in	I-NARRATIVE
a	I-NARRATIVE
white	I-NARRATIVE
out	I-NARRATIVE
,	I-NARRATIVE

but	B-ARGUMENTATIVE
it	I-ARGUMENTATIVE
was	I-ARGUMENTATIVE
extremely	I-ARGUMENTATIVE
satisfying	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

The	B-NARRATIVE
mist	I-NARRATIVE
cleared	I-NARRATIVE

and	B-NARRATIVE
we	I-NARRATIVE
descended	I-NARRATIVE
along	I-NARRATIVE
a	I-NARRATIVE
broad	I-NARRATIVE
ridge	I-NARRATIVE
with	I-NARRATIVE
the	I-NARRATIVE
turquoise	I-NARRATIVE
reflection	I-NARRATIVE
of	I-NARRATIVE
Lago	I-NARRATIVE
di	I-NARRATIVE
Campotosto	I-NARRATIVE
far	I-NARRATIVE
below	I-NARRATIVE
.	I-NARRATIVE

On	B-NARRATIVE
the	I-NARRATIVE
third	I-NARRATIVE
day	I-NARRATIVE
we	I-NARRATIVE
made	I-NARRATIVE
our	I-NARRATIVE
second	I-NARRATIVE
attempt	I-NARRATIVE
to	I-NARRATIVE
climb	I-NARRATIVE
Corno	I-NARRATIVE
Grande	I-NARRATIVE
from	I-NARRATIVE
the	I-NARRATIVE
north	I-NARRATIVE
.	I-NARRATIVE

The	B-DESCRIPTIVE
view	I-DESCRIPTIVE
from	I-DESCRIPTIVE
that	I-DESCRIPTIVE
side	I-DESCRIPTIVE
has	I-DESCRIPTIVE
great	I-DESCRIPTIVE
variety	I-DESCRIPTIVE
.	I-DESCRIPTIVE

To	B-DESCRIPTIVE
the	I-DESCRIPTIVE
north	I-DESCRIPTIVE
the	I-DESCRIPTIVE
land	I-DESCRIPTIVE
drops	I-DESCRIPTIVE
away	I-DESCRIPTIVE

and	B-DESCRIPTIVE
the	I-DESCRIPTIVE
eye	I-DESCRIPTIVE
can	I-DESCRIPTIVE
see	I-DESCRIPTIVE
a	I-DESCRIPTIVE
vast	I-DESCRIPTIVE
distance	I-DESCRIPTIVE
.	I-DESCRIPTIVE

To	B-DESCRIPTIVE
the	I-DESCRIPTIVE
east	I-DESCRIPTIVE
a	I-DESCRIPTIVE
ridge	I-DESCRIPTIVE
of	I-DESCRIPTIVE
snow	I-DESCRIPTIVE
falls	I-DESCRIPTIVE
to	I-DESCRIPTIVE
allow	I-DESCRIPTIVE
a	I-DESCRIPTIVE
sight	I-DESCRIPTIVE
of	I-DESCRIPTIVE
the	I-DESCRIPTIVE
Adriatic	I-DESCRIPTIVE
.	I-DESCRIPTIVE

To	B-DESCRIPTIVE
the	I-DESCRIPTIVE
south	I-DESCRIPTIVE
the	I-DESCRIPTIVE
twin	I-DESCRIPTIVE
summits	I-DESCRIPTIVE
of	I-DESCRIPTIVE
Corno	I-DESCRIPTIVE
Grande	I-DESCRIPTIVE
and	I-DESCRIPTIVE
Corno	I-DESCRIPTIVE
Piccolo	I-DESCRIPTIVE
command	I-DESCRIPTIVE
attention	I-DESCRIPTIVE
,	I-DESCRIPTIVE

divided	B-DESCRIPTIVE
by	I-DESCRIPTIVE
a	I-DESCRIPTIVE
deep	I-DESCRIPTIVE
col	I-DESCRIPTIVE
.	I-DESCRIPTIVE

In	B-NARRATIVE
January	I-NARRATIVE
last	I-NARRATIVE
year	I-NARRATIVE
we	I-NARRATIVE
had	I-NARRATIVE
an	I-NARRATIVE
epic	I-NARRATIVE
battle	I-NARRATIVE
through	I-NARRATIVE
the	I-NARRATIVE
snow	I-NARRATIVE
,	I-NARRATIVE

rendered	B-ARGUMENTATIVE
all	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
more	I-ARGUMENTATIVE
difficult	I-ARGUMENTATIVE

because	B-NARRATIVE
Edita	I-NARRATIVE
had	I-NARRATIVE
only	I-NARRATIVE
microspikes	I-NARRATIVE
on	I-NARRATIVE
her	I-NARRATIVE
feet	I-NARRATIVE
.	I-NARRATIVE

We	B-NARRATIVE
were	I-NARRATIVE
far	I-NARRATIVE
short	I-NARRATIVE
of	I-NARRATIVE
the	I-NARRATIVE
summit	I-NARRATIVE
,	I-NARRATIVE

but	B-ARGUMENTATIVE
were	I-ARGUMENTATIVE
very	I-ARGUMENTATIVE
happy	I-ARGUMENTATIVE

to	B-NARRATIVE
reach	I-NARRATIVE
the	I-NARRATIVE
shelter	I-NARRATIVE
of	I-NARRATIVE
Refugio	I-NARRATIVE
Franchetti	I-NARRATIVE
,	I-NARRATIVE
halfway	I-NARRATIVE
up	I-NARRATIVE
the	I-NARRATIVE
north	I-NARRATIVE
face	I-NARRATIVE
at	I-NARRATIVE
2433m	I-NARRATIVE
.	I-NARRATIVE

We	B-NARRATIVE
were	I-NARRATIVE
the	I-NARRATIVE
only	I-NARRATIVE
people	I-NARRATIVE
on	I-NARRATIVE
the	I-NARRATIVE
mountain	I-NARRATIVE
on	I-NARRATIVE
that	I-NARRATIVE
occasion	I-NARRATIVE
,	I-NARRATIVE

because	B-NARRATIVE
the	I-NARRATIVE
ski	I-NARRATIVE
resort	I-NARRATIVE
at	I-NARRATIVE
Prati	I-NARRATIVE
di	I-NARRATIVE
Tivo	I-NARRATIVE
was	I-NARRATIVE
closed	I-NARRATIVE
.	I-NARRATIVE

This	B-ARGUMENTATIVE
time	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
snow	I-ARGUMENTATIVE
was	I-ARGUMENTATIVE
in	I-ARGUMENTATIVE
good	I-ARGUMENTATIVE
condition	I-ARGUMENTATIVE
for	I-ARGUMENTATIVE
skiers	I-ARGUMENTATIVE

and	B-NARRATIVE
the	I-NARRATIVE
lower	I-NARRATIVE
slopes	I-NARRATIVE
were	I-NARRATIVE
busy	I-NARRATIVE
,	I-NARRATIVE

but	B-ARGUMENTATIVE
it	I-ARGUMENTATIVE
was	I-ARGUMENTATIVE
in	I-ARGUMENTATIVE
very	I-ARGUMENTATIVE
bad	I-ARGUMENTATIVE
condition	I-ARGUMENTATIVE
for	I-ARGUMENTATIVE
climbers	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

We	B-ARGUMENTATIVE
both	I-ARGUMENTATIVE
felt	I-ARGUMENTATIVE
distinctly	I-ARGUMENTATIVE
uneasy	I-ARGUMENTATIVE
on	I-ARGUMENTATIVE
a	I-ARGUMENTATIVE
snow	I-ARGUMENTATIVE
traverse	I-ARGUMENTATIVE
a	I-ARGUMENTATIVE
short	I-ARGUMENTATIVE
distance	I-ARGUMENTATIVE
above	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
cable	I-ARGUMENTATIVE
car	I-ARGUMENTATIVE
station	I-ARGUMENTATIVE
at	I-ARGUMENTATIVE
La	I-ARGUMENTATIVE
Madonnina	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

It	B-NARRATIVE
was	I-NARRATIVE
a	I-NARRATIVE
section	I-NARRATIVE
that	I-NARRATIVE
hadn’t	I-NARRATIVE
worried	I-NARRATIVE
us	I-NARRATIVE
at	I-NARRATIVE
all	I-NARRATIVE
the	I-NARRATIVE
previous	I-NARRATIVE
year	I-NARRATIVE
.	I-NARRATIVE

This	B-NARRATIVE
time	I-NARRATIVE
the	I-NARRATIVE
snow	I-NARRATIVE
slid	I-NARRATIVE
away	I-NARRATIVE
beneath	I-NARRATIVE
us	I-NARRATIVE
with	I-NARRATIVE
every	I-NARRATIVE
step	I-NARRATIVE
,	I-NARRATIVE

and	B-NARRATIVE
the	I-NARRATIVE
sun	I-NARRATIVE
was	I-NARRATIVE
beating	I-NARRATIVE
down	I-NARRATIVE
,	I-NARRATIVE

turning	B-NARRATIVE
the	I-NARRATIVE
ground	I-NARRATIVE
into	I-NARRATIVE
slush	I-NARRATIVE
.	I-NARRATIVE

We	B-NARRATIVE
reached	I-NARRATIVE
a	I-NARRATIVE
rocky	I-NARRATIVE
promontory	I-NARRATIVE

and	B-NARRATIVE
looked	I-NARRATIVE
up	I-NARRATIVE
at	I-NARRATIVE
avalanche	I-NARRATIVE
debris	I-NARRATIVE

streaking	B-NARRATIVE
the	I-NARRATIVE
slopes	I-NARRATIVE
that	I-NARRATIVE
Edita	I-NARRATIVE
had	I-NARRATIVE
fought	I-NARRATIVE
her	I-NARRATIVE
way	I-NARRATIVE
up	I-NARRATIVE
in	I-NARRATIVE
her	I-NARRATIVE
microspikes	I-NARRATIVE
.	I-NARRATIVE

We	B-NARRATIVE
looked	I-NARRATIVE
at	I-NARRATIVE
each	I-NARRATIVE
other	I-NARRATIVE
,	I-NARRATIVE

shook	B-NARRATIVE
our	I-NARRATIVE
heads	I-NARRATIVE
,	I-NARRATIVE

and	B-NARRATIVE
turned	I-NARRATIVE
around	I-NARRATIVE
.	I-NARRATIVE

Even	B-ARGUMENTATIVE
so	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE
it	I-ARGUMENTATIVE
was	I-ARGUMENTATIVE
a	I-ARGUMENTATIVE
marvellous	I-ARGUMENTATIVE
day	I-ARGUMENTATIVE
out	I-ARGUMENTATIVE
in	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
mountains	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

We	B-NARRATIVE
found	I-NARRATIVE
a	I-NARRATIVE
quiet	I-NARRATIVE
summit	I-NARRATIVE
further	I-NARRATIVE
down	I-NARRATIVE
the	I-NARRATIVE
ridge	I-NARRATIVE

and	B-NARRATIVE
gazed	I-NARRATIVE
up	I-NARRATIVE
at	I-NARRATIVE
the	I-NARRATIVE
mountain	I-NARRATIVE
which	I-NARRATIVE
has	I-NARRATIVE
now	I-NARRATIVE
defeated	I-NARRATIVE
us	I-NARRATIVE
three	I-NARRATIVE
times	I-NARRATIVE
in	I-NARRATIVE
four	I-NARRATIVE
attempts	I-NARRATIVE
.	I-NARRATIVE

It	B-ARGUMENTATIVE
was	I-ARGUMENTATIVE
worth	I-ARGUMENTATIVE
it	I-ARGUMENTATIVE
for	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
view	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE

which	B-ARGUMENTATIVE
was	I-ARGUMENTATIVE
amazing	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

That	B-NARRATIVE
was	I-NARRATIVE
the	I-NARRATIVE
Gran	I-NARRATIVE
Sasso	I-NARRATIVE
massif	I-NARRATIVE
.	I-NARRATIVE

The	B-NARRATIVE
following	I-NARRATIVE
weekend	I-NARRATIVE
we	I-NARRATIVE
visited	I-NARRATIVE
Abruzzo	I-NARRATIVE
National	I-NARRATIVE
Park	I-NARRATIVE
,	I-NARRATIVE
further	I-NARRATIVE
to	I-NARRATIVE
the	I-NARRATIVE
south	I-NARRATIVE
.	I-NARRATIVE

The	B-DESCRIPTIVE
mountains	I-DESCRIPTIVE
there	I-DESCRIPTIVE
are	I-DESCRIPTIVE
a	I-DESCRIPTIVE
little	I-DESCRIPTIVE
lower	I-DESCRIPTIVE
,	I-DESCRIPTIVE

but	B-DESCRIPTIVE
they	I-DESCRIPTIVE
are	I-DESCRIPTIVE
famous	I-DESCRIPTIVE
for	I-DESCRIPTIVE
their	I-DESCRIPTIVE
wildlife	I-DESCRIPTIVE
.	I-DESCRIPTIVE

It’s	B-DESCRIPTIVE
the	I-DESCRIPTIVE
last	I-DESCRIPTIVE
habitat	I-DESCRIPTIVE
of	I-DESCRIPTIVE
the	I-DESCRIPTIVE
Marsican	I-DESCRIPTIVE
brown	I-DESCRIPTIVE
bear	I-DESCRIPTIVE
,	I-DESCRIPTIVE

which	B-ARGUMENTATIVE
is	I-ARGUMENTATIVE
difficult	I-ARGUMENTATIVE

to	B-NARRATIVE
see	I-NARRATIVE
.	I-NARRATIVE

Easier	B-ARGUMENTATIVE
to	I-ARGUMENTATIVE
spot	I-ARGUMENTATIVE

are	B-DESCRIPTIVE
the	I-DESCRIPTIVE
camoscio	I-DESCRIPTIVE
(	I-DESCRIPTIVE
chamois	I-DESCRIPTIVE
)	I-DESCRIPTIVE
,	I-DESCRIPTIVE
red	I-DESCRIPTIVE
deer	I-DESCRIPTIVE
and	I-DESCRIPTIVE
roe	I-DESCRIPTIVE
deer	I-DESCRIPTIVE
.	I-DESCRIPTIVE

We	B-NARRATIVE
followed	I-NARRATIVE
footprints	I-NARRATIVE
towards	I-NARRATIVE
the	I-NARRATIVE
summit	I-NARRATIVE
of	I-NARRATIVE
La	I-NARRATIVE
Terratta	I-NARRATIVE
(	I-NARRATIVE
2208m	I-NARRATIVE
)	I-NARRATIVE

and	B-NARRATIVE
walked	I-NARRATIVE
along	I-NARRATIVE
a	I-NARRATIVE
broad	I-NARRATIVE
,	I-NARRATIVE
windswept	I-NARRATIVE
ridge	I-NARRATIVE
.	I-NARRATIVE

Only	B-NARRATIVE
later	I-NARRATIVE
did	I-NARRATIVE
we	I-NARRATIVE
discover	I-NARRATIVE

they	B-NARRATIVE
were	I-NARRATIVE
the	I-NARRATIVE
footprints	I-NARRATIVE
of	I-NARRATIVE
a	I-NARRATIVE
bear	I-NARRATIVE
.	I-NARRATIVE

The	B-ARGUMENTATIVE
mountain	I-ARGUMENTATIVE
was	I-ARGUMENTATIVE
n’t	I-ARGUMENTATIVE
as	I-ARGUMENTATIVE
striking	I-ARGUMENTATIVE
as	I-ARGUMENTATIVE
Corno	I-ARGUMENTATIVE
Grande	I-ARGUMENTATIVE
by	I-ARGUMENTATIVE
any	I-ARGUMENTATIVE
stretch	I-ARGUMENTATIVE
of	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
imagination	I-ARGUMENTATIVE

(	B-NARRATIVE
which	I-NARRATIVE
we	I-NARRATIVE
could	I-NARRATIVE
see	I-NARRATIVE
to	I-NARRATIVE
the	I-NARRATIVE
north	I-NARRATIVE
)	I-NARRATIVE

but	B-DESCRIPTIVE
the	I-DESCRIPTIVE
view	I-DESCRIPTIVE
from	I-DESCRIPTIVE
that	I-DESCRIPTIVE
broad	I-DESCRIPTIVE
ridge	I-DESCRIPTIVE
was	I-DESCRIPTIVE
more	I-DESCRIPTIVE
distant	I-DESCRIPTIVE
.	I-DESCRIPTIVE

We	B-NARRATIVE
could	I-NARRATIVE
probably	I-NARRATIVE
see	I-NARRATIVE
a	I-NARRATIVE
hundred	I-NARRATIVE
miles	I-NARRATIVE
from	I-NARRATIVE
north	I-NARRATIVE
to	I-NARRATIVE
south	I-NARRATIVE
,	I-NARRATIVE
and	I-NARRATIVE
dozens	I-NARRATIVE
of	I-NARRATIVE
summits	I-NARRATIVE
we	I-NARRATIVE
have	I-NARRATIVE
climbed	I-NARRATIVE
over	I-NARRATIVE
the	I-NARRATIVE
last	I-NARRATIVE
year	I-NARRATIVE
or	I-NARRATIVE
so	I-NARRATIVE
.	I-NARRATIVE

Once	B-NARRATIVE
again	I-NARRATIVE
,	I-NARRATIVE
the	I-NARRATIVE
deep	I-NARRATIVE
snow	I-NARRATIVE
meant	I-NARRATIVE

there	B-NARRATIVE
were	I-NARRATIVE
few	I-NARRATIVE
signs	I-NARRATIVE
of	I-NARRATIVE
a	I-NARRATIVE
trail	I-NARRATIVE
,	I-NARRATIVE

but	B-ARGUMENTATIVE
in	I-ARGUMENTATIVE
some	I-ARGUMENTATIVE
ways	I-ARGUMENTATIVE
this	I-ARGUMENTATIVE
made	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
descent	I-ARGUMENTATIVE
more	I-ARGUMENTATIVE
enjoyable	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE

because	B-NARRATIVE
we	I-NARRATIVE
were	I-NARRATIVE
forced	I-NARRATIVE

to	B-NARRATIVE
make	I-NARRATIVE
our	I-NARRATIVE
own	I-NARRATIVE
.	I-NARRATIVE

Our	B-NARRATIVE
fifth	I-NARRATIVE
mountain	I-NARRATIVE
was	I-NARRATIVE
the	I-NARRATIVE
much	I-NARRATIVE
smaller	I-NARRATIVE
Monte	I-NARRATIVE
Amaro	I-NARRATIVE
di	I-NARRATIVE
Opi	I-NARRATIVE
(	I-NARRATIVE
1872m	I-NARRATIVE
)	I-NARRATIVE
,	I-NARRATIVE

a	B-DESCRIPTIVE
minor	I-DESCRIPTIVE
peak	I-DESCRIPTIVE
which	I-DESCRIPTIVE
can	I-DESCRIPTIVE
be	I-DESCRIPTIVE
climbed	I-DESCRIPTIVE
in	I-DESCRIPTIVE
four	I-DESCRIPTIVE
hours	I-DESCRIPTIVE
up	I-DESCRIPTIVE
and	I-DESCRIPTIVE
down	I-DESCRIPTIVE
.	I-DESCRIPTIVE

It’s	B-ARGUMENTATIVE
notable	I-ARGUMENTATIVE

because	B-DESCRIPTIVE
it	I-DESCRIPTIVE
stands	I-DESCRIPTIVE
alone	I-DESCRIPTIVE
,	I-DESCRIPTIVE
unattached	I-DESCRIPTIVE
to	I-DESCRIPTIVE
any	I-DESCRIPTIVE
surrounding	I-DESCRIPTIVE
peak	I-DESCRIPTIVE
.	I-DESCRIPTIVE

We	B-NARRATIVE
ran	I-NARRATIVE
up	I-NARRATIVE
through	I-NARRATIVE
forest	I-NARRATIVE
,	I-NARRATIVE

and	B-ARGUMENTATIVE
enjoyed	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
bare	I-ARGUMENTATIVE
summit	I-ARGUMENTATIVE
ridge	I-ARGUMENTATIVE
which	I-ARGUMENTATIVE
rises	I-ARGUMENTATIVE
above	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE

wedged	B-DESCRIPTIVE
between	I-DESCRIPTIVE
the	I-DESCRIPTIVE
higher	I-DESCRIPTIVE
peaks	I-DESCRIPTIVE
of	I-DESCRIPTIVE
Monte	I-DESCRIPTIVE
Marsicano	I-DESCRIPTIVE
and	I-DESCRIPTIVE
Monte	I-DESCRIPTIVE
Petroso	I-DESCRIPTIVE
,	I-DESCRIPTIVE

both	B-NARRATIVE
of	I-NARRATIVE
which	I-NARRATIVE
we	I-NARRATIVE
climbed	I-NARRATIVE
last	I-NARRATIVE
year	I-NARRATIVE
.	I-NARRATIVE

It’s	B-DESCRIPTIVE
a	I-DESCRIPTIVE
popular	I-DESCRIPTIVE
peak	I-DESCRIPTIVE
with	I-DESCRIPTIVE
people	I-DESCRIPTIVE
who	I-DESCRIPTIVE
are	I-DESCRIPTIVE
keen	I-DESCRIPTIVE

to	B-NARRATIVE
see	I-NARRATIVE
the	I-NARRATIVE
camoscio	I-NARRATIVE
,	I-NARRATIVE

and	B-NARRATIVE
we	I-NARRATIVE
met	I-NARRATIVE
several	I-NARRATIVE
large	I-NARRATIVE
walking	I-NARRATIVE
groups	I-NARRATIVE
on	I-NARRATIVE
the	I-NARRATIVE
way	I-NARRATIVE
down	I-NARRATIVE
.	I-NARRATIVE

I	B-ARGUMENTATIVE
feel	I-ARGUMENTATIVE
privileged	I-ARGUMENTATIVE

to	B-ARGUMENTATIVE
be	I-ARGUMENTATIVE
here	I-ARGUMENTATIVE
in	I-ARGUMENTATIVE
Italy	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE
so	I-ARGUMENTATIVE
close	I-ARGUMENTATIVE
to	I-ARGUMENTATIVE
a	I-ARGUMENTATIVE
hill	I-ARGUMENTATIVE
walkers	I-ARGUMENTATIVE
’	I-ARGUMENTATIVE
paradise	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

Already	B-ARGUMENTATIVE
I	I-ARGUMENTATIVE
feel	I-ARGUMENTATIVE
at	I-ARGUMENTATIVE
home	I-ARGUMENTATIVE
in	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
Apennines	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

The	B-ARGUMENTATIVE
mountains	I-ARGUMENTATIVE
are	I-ARGUMENTATIVE
undiscovered	I-ARGUMENTATIVE
gems	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE

and	B-NARRATIVE
I	I-NARRATIVE
hope	I-NARRATIVE

to	B-NARRATIVE
introduce	I-NARRATIVE
you	I-NARRATIVE
to	I-NARRATIVE
more	I-NARRATIVE
of	I-NARRATIVE
them	I-NARRATIVE
over	I-NARRATIVE
the	I-NARRATIVE
coming	I-NARRATIVE
months	I-NARRATIVE
.	I-NARRATIVE

I	B-ARGUMENTATIVE
would	I-ARGUMENTATIVE
love	I-ARGUMENTATIVE

to	B-NARRATIVE
read	I-NARRATIVE
more	I-NARRATIVE
about	I-NARRATIVE
them	I-NARRATIVE
.	I-NARRATIVE

If	B-OTHER
you	I-OTHER
know	I-OTHER
of	I-OTHER
any	I-OTHER
good	I-OTHER
books	I-OTHER
about	I-OTHER
the	I-OTHER
Apennines	I-OTHER

(	B-DESCRIPTIVE
travel	I-DESCRIPTIVE
writing	I-DESCRIPTIVE
rather	I-DESCRIPTIVE
than	I-DESCRIPTIVE
guide	I-DESCRIPTIVE
books	I-DESCRIPTIVE
,	I-DESCRIPTIVE
of	I-DESCRIPTIVE
which	I-DESCRIPTIVE
there	I-DESCRIPTIVE
are	I-DESCRIPTIVE
plenty	I-DESCRIPTIVE
)	I-DESCRIPTIVE
,	I-DESCRIPTIVE

do	B-OTHER
please	I-OTHER
let	I-OTHER
me	I-OTHER
know	I-OTHER
.	I-OTHER


Monte	B-NONE
Amaro	I-NONE
,	I-NONE
a	I-NONE
mountain	I-NONE
worth	I-NONE
drinking	I-NONE
to	I-NONE

September	B-NONE
16	I-NONE
,	I-NONE
2015	I-NONE

I’m	B-NARRATIVE
going	I-NARRATIVE
to	I-NARRATIVE
start	I-NARRATIVE
my	I-NARRATIVE
latest	I-NARRATIVE
trip	I-NARRATIVE
report	I-NARRATIVE
from	I-NARRATIVE
the	I-NARRATIVE
Italian	I-NARRATIVE
Apennines	I-NARRATIVE

by	B-NARRATIVE
talking	I-NARRATIVE
for	I-NARRATIVE
a	I-NARRATIVE
short	I-NARRATIVE
while	I-NARRATIVE
about	I-NARRATIVE
alcohol	I-NARRATIVE
.	I-NARRATIVE

One	B-DESCRIPTIVE
of	I-DESCRIPTIVE
the	I-DESCRIPTIVE
